Feature ID,Taxon,Confidence
5f05e22e7f768ecfa5fe7cb97de9bf0a,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group;D_3__uncultured actinobacterium HF0500_01C15;D_4__uncultured actinobacterium HF0500_01C15;D_5__uncultured actinobacterium HF0500_01C15;D_6__uncultured actinobacterium HF0500_01C15,0.963707674
7057e2f2ceda029d27426af79813c132,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group;D_6__uncultured Flavobacteriaceae bacterium,0.783329751
e4a092b6289121d40722837867d46ce6,D_0__Bacteria;D_1__Poribacteria;D_2__metagenome;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome,0.988264174
cc4669d0547a077cbe2ea6cf65922d6d,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured alpha proteobacterium,0.906394337
23b20b055b18a2d182c1466360fc85e2,D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora,0.92744925
92a38c1b477a69654dc410f665aef77f,D_0__Bacteria;D_1__Poribacteria;D_2__metagenome;D_3__metagenome;D_4__metagenome;D_5__metagenome;D_6__metagenome,0.945291168
53ce841b04c8956885981a090d997e42,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured,0.988652915
d02619623e6b584709f7a29046374622,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;D_3__uncultured deep-sea bacterium;D_4__uncultured deep-sea bacterium;D_5__uncultured deep-sea bacterium;D_6__uncultured deep-sea bacterium,0.983414458
8de78294559168d41a2f0ec6196bff4f,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured;D_6__uncultured marine bacterium,0.770177943
6de1e5db9ca991f6a08e07d66beb571e,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,0.997274472
fd9643865b4f65719a9a6cec18ec05b2,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,0.999163614
97b437e9670cca54952f14b21ea6e8f2,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sneathiellales;D_4__Sneathiellaceae;D_5__uncultured;D_6__uncultured Rhodospirillales bacterium,0.891159912
27c64205948747475fe5b469a84eb075,D_0__Bacteria;D_1__Planctomycetes;D_2__BD7-11;D_3__uncultured marine bacterium;D_4__uncultured marine bacterium;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium,0.957200398
13e741f2431e812ac9e93de6b74c27fc,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured marine microorganism;D_5__uncultured marine microorganism;D_6__uncultured marine microorganism,0.977923014
b0c9674db533c05a583b6d9a866cf2a5,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0.996482598
09dc612fe671daf7b3dcb3347d45b62b,D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade),0.999995122
b2eb8b08aadf73077e03574b18e47f8d,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured,0.898055293
51b6acee0a47bb9e94ad5192692df6f1,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade,0.99986547
b4456f2cc4bd5c33cfe0652d21ad652c,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II,0.794629781
2eef5ca1f6ff9684aa8c67c16398ca67,D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__Marinimicrobia bacterium SCGC AAA003-E22;D_3__Marinimicrobia bacterium SCGC AAA003-E22;D_4__Marinimicrobia bacterium SCGC AAA003-E22;D_5__Marinimicrobia bacterium SCGC AAA003-E22;D_6__Marinimicrobia bacterium SCGC AAA003-E22,0.994762815
7bc14c56a9424edfcc909d068891bde5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thiomicrospiraceae;D_5__endosymbionts,0.999965666
a75f96d2b92760e1d8c9e77d101ec5a5,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade IV,0.999999976
16131c414928b91e66265dd05022e3ef,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine crenarchaeote;D_6__uncultured marine crenarchaeote,0.764287284
a67294cdf9b930a3d8db181d752243ab,D_0__Bacteria;D_1__PAUC34f;D_2__uncultured bacterium HF0130_06E03;D_3__uncultured bacterium HF0130_06E03;D_4__uncultured bacterium HF0130_06E03;D_5__uncultured bacterium HF0130_06E03;D_6__uncultured bacterium HF0130_06E03,0.954062332
a0381498f3581ed0249c8a1cd28b6e3b,D_0__Bacteria;D_1__PAUC34f,0.99998246
6451ada16ef47286c3b61d58a7c2b3df,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__NS11-12 marine group;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium,0.824277586
0f587123ad8036fe099291b9fdb6abf9,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Midichloriaceae;D_5__MD3-55;D_6__uncultured proteobacterium,0.707516165
c744088d3f291beb77062a54127d4cb1,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured;D_6__uncultured Cytophaga sp.,0.968368666
801c6fd6e264efa0f54aaa02e88a5843,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group,0.99999988
6c89af9a0bede900ebb67b48421028d5,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group,0.999995642
4a92ea80cda537669add735fe6f388e3,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella,0.995944597
b3648ef961880d4dd0f6f6baa25d45f9,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus;D_6__uncultured crenarchaeote ODPB-A18,0.849360762
14b7c8ed490ec491f4e5e833d8904009,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__unidentified marine bacterioplankton,0.999936502
5eedc7d0ec05261733a32a13aacce590,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Midichloriaceae;D_5__MD3-55,0.94338271
ba8f8478ff34b713883204780a8871bb,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Variovorax,0.740724955
47c3e63fc99d0a9e516ab783bd45faea,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium,0.999813028
529fc8789d8a842556bb60e1ae75c895,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group,0.999996301
ac218daa5dcc88be20394345e152b801,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B),0.998785015
0a2fe8c514bde26a8eb7afd8076e66df,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Francisellales;D_4__Francisellaceae;D_5__uncultured,0.730140945
573f08e3da67cda3476dfbd120c8a52d,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Gimesiaceae;D_5__uncultured;D_6__uncultured myxobacterium HF0200_08J13,0.999946244
3b8a6a1e831ff317190dab9392eae0db,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group,0.999601568
6a6c9fc188e7b0d08a7d0e881cda3b2e,D_0__Bacteria;D_1__Proteobacteria,0.865845893
d1e797912b74302ead484aa46086208e,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster,0.821663947
86f736f4af0bf7bfcb01cf3c3ddcc0fc,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas,0.998979994
ebc201603554b6596aba756d722fdd39,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade,0.99085938
410ba410095137c05ebb97b573407244,D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0.835469818
30311b9362410dab8b759177b0a9cd29,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family,0.731367723
16b68f1ffe2ecaa5c508b9ad85694570,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,0.904840444
e1da6cb0c7f09db7a2eab1e560852b22,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium,0.878390977
4b75bd20f2ef401e2d18365b6feec184,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine archaeon;D_6__uncultured marine archaeon,0.946222743
3a64a5d123b5e369da6a7e409f233dd3,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Marinomonadaceae;D_5__Marinomonas,0.988624657
780ff3eb9c5879bcd3e78a8c88a981c9,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Colwellia,0.999671927
8df0de13e65d8574e5419ed83216928a,D_0__Bacteria,0.973692318
07be4d2cc3fc199b6cb5d62ae0037ba8,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group,0.999955899
d9cd491c67ed58dbddffbb8804e1b2f5,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter,0.956843633
9ab9c0e2fcfabaa406d41c55fd216cad,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia,0.938715895
af1bb1f9fb1c3f3d18571e711df407bb,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Microcystaceae;D_5__Atelocyanobacterium (UCYN-A);D_6__cyanobacterium endosymbiont of Braarudosphaera bigelowii,0.886922895
469372243dfe1ec525faac0b696d6de6,D_0__Bacteria;D_1__Margulisbacteria,0.999995558
50949d22edd8fdcbce52ba295126644e,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Methylococcales;D_4__Methylomonaceae;D_5__Milano-WF1B-03;D_6__uncultured gamma proteobacterium,0.990394657
c63e69fa1b55f215729b16c6f78a35a8,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Francisellales;D_4__Francisellaceae;D_5__uncultured;D_6__uncultured bacterium,0.998588393
7c8d37a2d4374d30077fc450c2dfdbac,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Aquibacter;D_6__uncultured bacterium,0.909080897
0fa2804e7bcebd7e8b3091635650b237,D_0__Bacteria;D_1__Nitrospinae;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__Nitrospina;D_6__uncultured marine bacterium,0.707517153
2ae743d3b69af42f9aaa488aa7943ab0,D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured marine microorganism;D_3__uncultured marine microorganism;D_4__uncultured marine microorganism;D_5__uncultured marine microorganism;D_6__uncultured marine microorganism,0.998171243
b5a340e577f4cc85c5f09026427a58b5,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured,0.973539239
ca0acbfe79d9a9efbb58474581f0dd0e,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19,0.998761763
4bea1ffa4f6297e9e4a9f8e968a7a5aa,D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade),0.999440018
8d2293cedcbd19f9e4028a1593fb88cc,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group,0.963959375
6c381495e05205f3934e0175405ccac5,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Piscirickettsiales;D_4__Piscirickettsiaceae;D_5__Candidatus Endoecteinascidia;D_6__uncultured gamma proteobacterium,0.818353146
4787ce326c87a67e24854e89ceaeb9df,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,0.871854029
9b6a7459b2c92cee0abfc36d503488b7,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Brevundimonas,0.999949341
3287bb4891789e16a43862b4a735aa83,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__uncultured;D_6__uncultured bacterium,0.730727537
11b1044e69eaf72337d4abcc670ba879,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio,0.894427758
516c5c16c44b4a1bd1735872443c3fc8,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__uncultured;D_6__uncultured Pseudoalteromonadaceae bacterium,0.72785144
fdfde63786233283261847a07bf6fdb2,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured,0.813927128
e3989976bc54078f587a9ba06d7894e4,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Rickettsiaceae;D_5__Candidatus Megaira,0.824883151
6b3587294aee13cd62683e92adc09320,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group,0.988485141
a918a721516de1d20b164ee8da59ce19,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Francisellales;D_4__Francisellaceae,0.940451574
42a2f01686d7fd6ce393da395f361372,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19,0.999975764
aa521be2e1d4fe0b7810a7a2f02e854b,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Piscirickettsiales;D_4__Piscirickettsiaceae;D_5__Candidatus Endoecteinascidia;D_6__uncultured gamma proteobacterium,0.868429566
c134c72cee3e6dcc681c8459218da854,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;D_4__hydrothermal vent metagenome;D_5__hydrothermal vent metagenome;D_6__hydrothermal vent metagenome,0.846149444
540a27709eb25e4332ee921a159df71b,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade,0.999257786
da82480fb6404753234c09a8bcaebe99,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae,0.958904491
68f926bbb5d8d387dcb24777fcd27f02,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella,0.914543673
5860b6c88107fe98ad8ebed15f652c94,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__hydrothermal vent metagenome,0.942918966
5996807f190869c6bca43f2ac7f613a6,D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_6__Mesodiniidae;D_7__Myrionecta,0.924696242
729ef47c5c5d7645a02429a60cb74628,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19,0.976783485
e5113267502a0b978458f4307b949dcb,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade,0.993773552
6846d38b6b3da43ef555af002a1a8b11,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavicella;D_6__uncultured bacterium,0.986280191
af8e5252c425975a1e061964b2e18880,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Francisellales;D_4__Francisellaceae;D_5__uncultured;D_6__uncultured bacterium,0.921896805
128c5bbec1ebafdf9725543cb84737cc,D_0__Bacteria,0.8898385
4b1ba9f5ba99159561b7ed1f1cf907b8,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales,0.984312421
e58080c0c6e8bd75fb3e7209da37d460,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus,0.999786463
a2c7aea1a359ab66e8c7e3787e3b2836,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Profundimonas;D_6__proteobacterium symbiont of Osedax sp. MB3,0.892589482
860f6e3940025caad4c1a54b2eba1511,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade IV,0.999999987
e4297cda0d38d4a6b3fc634c45d54256,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II,0.805625731
321cd57d9b2d08af358a4d840e3fc136,D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade),0.999976874
c1b3149b10070fd228fd0353c2e8e165,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,0.999258735
3a44bb635832329bf1b1d1769eba23d0,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__JL-ETNP-F27,0.999999952
